,ID,Degree,betweenness_centrality,clust_coefficient,closeness_centrality,eigenvector_centrality
8138,"['FOXO3', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'NEUROG3', 'FEV']",4,0.0,0,0.0004088725339875294,-0.01259554511720582
7402,"['JUN', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'KLF2', 'GATA4', 'MEF2C', 'NR3C1', 'FOXO1', 'FOXP3', 'IRF8', 'EBF1', 'POU2AF1']",4,0.0,0,0.0004088725339875294,0.0002901650092962065
9240,"['BCL6', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'SNAI1', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'TP53', 'KLF2', 'SOX9', 'NEUROG3', 'FOXM1', 'STAT3', 'MYCN', 'LIN28B']",4,0.0,0,0.0004088725339875294,0.021076744363942843
7394,"['JUN', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'KLF2', 'GATA4', 'MEF2C', 'NR3C1', 'RELA', 'TWIST2']",4,0.0,0,0.0004088725339875294,-0.008224659113340064
6522,"['MYC', 'NFE2L2', 'ATF3', 'STAT3', 'SALL4', 'NANOG', 'POU5F1', 'SNAI1', 'ZEB1', 'ETS1']",4,0.0,0,0.0004088725339875294,-0.0007823316710818233
9379,"['ATF3', 'STAT3', 'SALL4', 'NANOG', 'POU5F1', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'IRF9', 'IRF7', 'ALX1']",4,0.0,0,0.0004088725339875294,0.023275345505812173
8144,"['FOXO3', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'JUNB']",4,0.0,0,0.0004088725339875294,-0.005350751110436251
7398,"['JUN', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'KLF2', 'GATA4', 'MEF2C', 'NR3C1', 'FOXO1', 'RAG1']",4,0.0,0,0.0004088725339875294,-0.008224659113085944
6187,"['NFATC1', 'NFATC3', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'BATF']",4,0.0,0,0.0004088725339875294,0.0013657438955885085
9386,"['ATF3', 'STAT3', 'SALL4', 'NANOG', 'POU5F1', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'FOXF1']",4,0.0,0,0.0004088725339875294,0.018795843912283183
537,"['TCF12', 'MYB', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'SNAI1', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'TP53', 'KLF2', 'SOX9', 'NEUROG3', 'FOXM1', 'STAT3', 'CEBPD']",4,0.0,0,0.0004088725339875294,0.0005647361442147759
7165,"['KLF4', 'TWIST1', 'POU5F1', 'SALL4', 'NANOG', 'STAT3', 'BATF']",4,0.0,0,0.0004088725339875294,0.008108734926825734
7163,"['KLF4', 'TWIST1', 'POU5F1', 'SALL4', 'NANOG', 'STAT3', 'CEBPD']",4,0.0,0,0.0004088725339875294,0.0015905163226377385
739,"['STAT5A', 'FOXP3', 'IRF8', 'SNAI1', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'TP53', 'KLF2', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'FOS', 'PRDM1', 'MSX1', 'PAX3', 'MYOD1', 'MYOG', 'MEF2A', 'JUN', 'SREBF1', 'AR', 'TWIST1', 'FOXM1', 'STAT3', 'HLX']",4,0.0,0,0.0004088725339875294,0.003291789896337026
8893,"['E2F1', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'KLF2', 'GATA4', 'MEF2C', 'NR3C1', 'FOXO1', 'RAG1']",4,0.0,0,0.0004088725339875294,0.016225462483016553
8892,"['E2F1', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'KLF2', 'GATA4', 'MEF2C', 'NR3C1', 'GTF2B']",4,0.0,0,0.0004088725339875294,-0.009478863712582233
6181,"['NFATC1', 'NFATC3', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'MYCN', 'MLXIP']",4,0.0,0,0.0004088725339875294,0.00246781880718476
8142,"['FOXO3', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'MYCN', 'MXI1']",4,0.0,0,0.0004088725339875294,-0.0017047907965690133
7159,"['KLF4', 'TWIST1', 'POU5F1', 'SALL4', 'NANOG', 'STAT3', 'JUNB']",4,0.0,0,0.0004088725339875294,-0.008224659112688706
7406,"['JUN', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'KLF2', 'GATA4', 'MEF2C', 'NR3C1', 'FOXO1', 'CREB1', 'NR4A2']",4,0.0,0,0.0004088725339875294,0.012701277993001959
8890,"['E2F1', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'KLF2', 'GATA4', 'MEF2C', 'NR3C1', 'RELA', 'RELB']",4,0.0,0,0.0004088725339875294,0.02604063791914245
7410,"['JUN', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'KLF2', 'GATA4', 'MEF2C', 'ASCL1', 'RBPJ', 'HES7']",4,0.0,0,0.0004088725339875294,0.008980668477002407
7157,"['KLF4', 'TWIST1', 'POU5F1', 'SALL4', 'NANOG', 'STAT3', 'MYCN', 'MXI1']",4,0.0,0,0.0004088725339875294,0.0024624498715349968
6533,"['MYC', 'NFE2L2', 'ATF3', 'STAT3', 'SALL4', 'NANOG', 'POU5F1', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'KLF2', 'GATA4', 'MEF2C', 'NR3C1', 'RELA', 'TWIST2']",4,0.0,0,0.0004088725339875294,0.013901728053302736
7345,"['JUN', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'SNAI1', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'TP53', 'KLF2', 'SOX9', 'NEUROG3', 'FOXM1', 'STAT3', 'TWIST1', 'AR', 'FOXA1', 'NKX3-1', 'FOXO1', 'FOXP3', 'IRF8', 'EBF1', 'ZNF423']",4,0.0,0,0.0004088725339875294,-0.01259554511588277
9335,"['ATF4', 'ATF3', 'STAT3', 'POU2F1']",4,0.0,0,0.0004088725339875294,0.0034068464148341703
9331,"['ATF4', 'ATF3', 'STAT3', 'SALL4', 'NANOG', 'POU5F1', 'SNAI1', 'TP63', 'IRF6']",4,0.0,0,0.0004088725339875294,-0.01312581347588743
6341,"['NANOG', 'STAT3', 'SALL4', 'POU5F1', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'KLF2', 'GATA4', 'MEF2C', 'ASCL1', 'RBPJ', 'HEYL']",4,0.0,0,0.0004088725339875294,0.013154927790727987
9294,"['ATF4', 'ATF3', 'STAT3', 'SALL4', 'NANOG', 'POU5F1', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'KLF2', 'GATA4', 'MEF2C', 'NR3C1', 'FOXO1', 'CREB1', 'SOX3']",4,0.0,0,0.0004088725339875294,-0.005978434721461844
9268,"['BCL6', 'MLXIPL', 'KLF10', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'SNAI1', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'TP53', 'KLF2', 'SOX9', 'NEUROG3', 'FOXM1', 'STAT3', 'HIF1A']",4,0.0,0,0.0004088725339875294,-0.005350751109493099
526,"['TCF12', 'MYB', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'SNAI1', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'TP53', 'KLF2', 'SOX9', 'NEUROG3', 'FOXM1', 'STAT3', 'TWIST1', 'AR', 'FOXA1', 'NKX3-1', 'FOXO1', 'FOXP3', 'IRF8', 'EBF1', 'POU2AF1']",4,0.0,0,0.0004088725339875294,-0.008224659113164792
8547,"['ESRRG', 'NR0B1', 'POU5F1', 'SALL4', 'NANOG', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'NEUROG3', 'NEUROD1', 'NKX2-2', 'FOXA2', 'SOX14']",4,0.0,0,0.0004088725339875294,-0.0011703297299180241
6370,"['NANOG', 'STAT3', 'SALL4', 'POU5F1', 'SNAI1', 'ZEB1', 'AR', 'FOXA1']",4,0.0,0,0.0004088725339875294,0.0024678188064228717
692,"['STAT5B', 'IRF8', 'SNAI1', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'TP53', 'KLF2', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'FOS', 'PRDM1', 'MSX1', 'PAX3', 'MYOD1', 'MYOG', 'MEF2A', 'JUN', 'SREBF1', 'AR', 'TWIST1', 'FOXM1', 'STAT3', 'MYCN', 'LIN28B']",4,0.0,0,0.0004088725339875294,0.0024678188060439886
8958,"['DLX5', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'SNAI1', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'TP53', 'KLF2', 'SOX9', 'NEUROG3', 'FOXM1', 'STAT3', 'TWIST1', 'AR', 'FOXA1', 'NKX3-1', 'FOXO1', 'IKZF1', 'GFI1']",4,0.0,0,0.0004088725339875294,0.01535352893394282
195,"['WT1', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'HMGA2', 'PLAG1']",4,0.0,0,0.0004088725339875294,0.0011674674948145066
693,"['STAT5B', 'IRF8', 'SNAI1', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'TP53', 'KLF2', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'FOS', 'PRDM1', 'MSX1', 'PAX3', 'MYOD1', 'MYOG', 'MEF2A', 'JUN', 'SREBF1', 'AR', 'TWIST1', 'FOXM1', 'STAT3', 'JUNB']",4,0.0,0,0.0004088725339875294,-0.012595545117192596
7279,"['JUND', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'KLF2', 'GATA4', 'GATA6', 'NKX2-1', 'HEY1']",4,0.0,0,0.0004088725339875294,0.002462449872970972
6461,"['MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'KLF2', 'GATA4', 'MEF2C', 'NR3C1', 'RELA', 'TWIST2']",4,0.0,0,0.0004088725339875294,0.0011674674939084154
9298,"['ATF4', 'ATF3', 'STAT3', 'SALL4', 'NANOG', 'POU5F1', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'KLF2', 'GATA4', 'MEF2C', 'GLI2', 'GLI1']",4,0.0,0,0.0004088725339875294,0.004331632395531933
9299,"['ATF4', 'ATF3', 'STAT3', 'SALL4', 'NANOG', 'POU5F1', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'KLF2', 'GATA4', 'MEF2C', 'ASCL1', 'RBPJ', 'PBX1']",4,0.0,0,0.0004088725339875294,-0.006481781461215899
8948,"['DNMT1', 'FOXP3', 'IRF8', 'SNAI1', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'TP53', 'KLF2', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'FOS', 'PRDM1', 'MSX1', 'PAX3', 'MYOD1', 'MYOG', 'MEF2A', 'JUN', 'SREBF1', 'AR', 'TWIST1', 'FOXM1', 'STAT3', 'CEBPD']",4,0.0,0,0.0004088725339875294,-0.008224659113547738
8546,"['ESRRG', 'NR0B1', 'POU5F1', 'SALL4', 'NANOG', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'NEUROG3', 'NEUROD1', 'TBR1']",4,0.0,0,0.0004088725339875294,0.011854576479616982
7282,"['JUND', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'IRF9', 'IRF5']",4,0.0,0,0.0004088725339875294,9.97003866612039e-05
7283,"['JUND', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'IRF9', 'IRF2']",4,0.0,0,0.0004088725339875294,0.01413547693293571
7284,"['JUND', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'HMGA2', 'PLAG1']",4,0.0,0,0.0004088725339875294,-0.01729206469584249
7286,"['JUND', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'HMGA1']",4,0.0,0,0.0004088725339875294,0.0019055534172276263
6464,"['MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'KLF2', 'GATA4', 'MEF2C', 'NR3C1', 'GTF2B']",4,0.0,0,0.0004088725339875294,-0.020664619911709325
8981,"['DLX4', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'KLF2', 'GATA4', 'MEF2C', 'NR3C1', 'RELA', 'TWIST2']",4,0.0,0,0.0004088725339875294,-0.001607548718963811
7223,"['KLF10', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'SNAI1', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'TP53', 'KLF2', 'SOX9', 'NEUROG3', 'FOXM1', 'STAT3', 'TWIST1', 'AR', 'ZEB1', 'SIX2']",4,0.0,0,0.0004088725339875294,-0.005350751110170433
7221,"['KLF10', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'SNAI1', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'TP53', 'KLF2', 'SOX9', 'NEUROG3', 'FOXM1', 'STAT3', 'TWIST1', 'TBX20']",4,0.0,0,0.0004088725339875294,-0.0053507511101867225
8962,"['DLX5', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'SNAI1', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'TP53', 'KLF2', 'SOX9', 'NEUROG3', 'FOXM1', 'STAT3', 'NKX2-1']",4,0.0,0,0.0004088725339875294,-0.00822465911424804
6374,"['NANOG', 'STAT3', 'RORC']",4,0.0,0,0.0004088725339875294,-0.005350751109575108
8974,"['DLX4', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'ZNF385A']",4,0.0,0,0.0004088725339875294,0.013154927790851761
7258,"['JUND', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'PLAGL1']",4,0.0,0,0.0004088725339875294,0.0015905163227602703
7251,"['JUND', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'TWIST1', 'TBX20']",4,0.0,0,0.0004088725339875294,0.0024624498719798926
681,"['STAT6', 'PPARG', 'TP53', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'KLF5', 'SOX2', 'STAT3', 'BATF']",4,0.0,0,0.0004088725339875294,-0.00535075110996113
6411,"['NANOG', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'POU5F1', 'SALL4', 'MYC', 'TP53', 'KLF2', 'SOX9', 'NEUROG3', 'FOXM1', 'STAT3', 'IKZF3']",4,0.0,0,0.0004088725339875294,-0.008224659114294848
9281,"['ATF4', 'ATF3', 'STAT3', 'SALL4', 'NANOG', 'POU5F1', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'ZBTB49']",4,0.0,0,0.0004088725339875294,-0.027311874913696826
6402,"['NANOG', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'POU5F1', 'SALL4', 'MYC', 'TP53', 'KLF2', 'SOX9', 'NEUROG3', 'FOXM1', 'STAT3', 'MYOD1', 'MYOG', 'MEF2A', 'JUN', 'FOS', 'PPARG', 'KLF4', 'ONECUT1', 'ONECUT3']",4,0.0,0,0.0004088725339875294,0.0015905163223247508
6401,"['NANOG', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'POU5F1', 'SALL4', 'MYC', 'TP53', 'KLF2', 'SOX9', 'NEUROG3', 'FOXM1', 'STAT3', 'MYOD1', 'MYOG', 'MEF2A', 'JUN', 'FOS', 'PPARG', 'NFE2L2', 'ATF3']",4,0.0,0,0.0004088725339875294,0.00869537128246055
687,"['STAT5B', 'IRF8', 'SNAI1', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'TP53', 'KLF2', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'FOS', 'PRDM1', 'MSX1', 'PAX3', 'MYOD1', 'MYOG', 'MEF2A', 'JUN', 'SREBF1', 'AR', 'TWIST1', 'FOXM1', 'STAT3', 'RORA', 'NR1D1']",4,0.0,0,0.0004088725339875294,-0.006311572424492299
523,"['TCF12', 'MYB', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'SNAI1', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'TP53', 'KLF2', 'SOX9', 'NEUROG3', 'FOXM1', 'STAT3', 'TWIST1', 'AR', 'FOXA1', 'NKX3-1', 'FOXO1', 'NR2F2', 'TBX5']",4,0.0,0,0.0004088725339875294,-0.006005455401651507
679,"['STAT6', 'PPARG', 'TP53', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'KLF5', 'SOX2', 'STAT3', 'HIF1A', 'ETS1']",4,0.0,0,0.0004088725339875294,-0.01239726871632482
6443,"['MYOD1', 'PPARG', 'TP53', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'KLF5', 'SOX2', 'STAT3', 'RORA', 'ARNTL', 'NFATC1', 'NFATC3']",4,0.0,0,0.0004088725339875294,0.002467818806478722
7246,"['KLF10', 'FOXP3', 'IRF8', 'SNAI1', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'TP53', 'KLF2', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'FOS', 'PRDM1', 'MSX1', 'PAX3', 'MYOD1', 'MYOG', 'MEF2A', 'JUN', 'SREBF1', 'AR', 'TWIST1', 'FOXM1', 'STAT3', 'JUNB']",4,0.0,0,0.0004088725339875294,0.00029016500885973055
6379,"['NANOG', 'STAT3', 'HIF1A']",4,0.0,0,0.0004088725339875294,-0.008224659112540762
6386,"['NANOG', 'SOX2', 'TWIST1', 'POU5F1', 'SALL4', 'MYC', 'SNAI1', 'ZEB1', 'AR', 'FOXA1', 'TET1', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'KLF2', 'TBX21', 'RUNX3', 'FOXP3', 'IRF8', 'GATA2', 'SPI1', 'KLF4', 'ONECUT1', 'NEUROG3', 'FOXM1', 'STAT3', 'MYCN', 'LIN28B']",4,0.0,0,0.0004088725339875294,-0.005350751109862741
8274,"['FOXM1', 'POU5F1', 'SALL4', 'NANOG', 'STAT3', 'TWIST1', 'TET1', 'EGR1', 'SNAI1', 'ZEB1', 'AR', 'FOXA1', 'NKX3-1', 'FOXO1', 'KLF2', 'TBX21', 'RUNX3', 'FOXP3', 'IRF8', 'EBF1', 'PPARG', 'TP53', 'NEUROD1', 'INSM1', 'NKX6-1', 'NEUROG3', 'NKX2-2', 'FOXA2', 'SOX14']",4,0.0,0,0.0004088725339875294,0.001590516320866702
8968,"['DLX5', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'SNAI1', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'TP53', 'KLF2', 'SOX9', 'NEUROG3', 'FOXM1', 'STAT3', 'HLX']",4,0.0,0,0.0004088725339875294,0.026040637919339193
7267,"['JUND', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'KLF2', 'GATA4', 'MEF2C', 'NR3C1', 'FOXO1', 'FOXP3', 'IRF8', 'GATA2', 'SPI1', 'GATA1', 'TAL2']",4,0.0,0,0.0004088725339875294,-0.01098015670996116
8280,"['FOXM1', 'POU5F1', 'SALL4', 'NANOG', 'STAT3', 'TWIST1', 'TET1', 'EGR1', 'SNAI1', 'ZEB1', 'AR', 'FOXA1', 'NKX3-1', 'FOXO1', 'KLF2', 'TBX21', 'RUNX3', 'FOXP3', 'IRF8', 'EBF1', 'PPARG', 'TP53', 'HMGA2', 'PLAG1']",4,0.0,0,0.0004088725339875294,-0.008224659112671881
9274,"['ATF4', 'ATF3', 'STAT3', 'SALL4', 'NANOG', 'POU5F1', 'SNAI1', 'ZEB1', 'SIX2']",4,0.0,0,0.0004088725339875294,-0.007551991413516784
520,"['TCF12', 'MYB', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'SNAI1', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'TP53', 'KLF2', 'SOX9', 'NEUROG3', 'FOXM1', 'STAT3', 'TWIST1', 'AR', 'TFEB']",4,0.0,0,0.0004088725339875294,-0.00822465911387625
197,"['WT1', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'HMGA1']",4,0.0,0,0.0004088725339875294,-0.01098015670892031
7271,"['JUND', 'MYC', 'SNAI1', 'NANOG', 'POU5F1', 'STAT3', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'KLF2', 'GATA4', 'MEF2C', 'NR3C1', 'FOXO1', 'CREB1', 'SKIL']",4,0.0,0,0.0004088725339875294,0.0011674674948298066
668,"['STAT6', 'PPARG', 'TP53', 'NANOG', 'POU5F1', 'SALL4', 'MYC', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'KLF5', 'SOX2', 'STAT3', 'MYOD1', 'SOX6']",4,0.0,0,0.0004088725339875294,-0.005350751110999616
9301,"['ATF4', 'ATF3', 'STAT3', 'SALL4', 'NANOG', 'POU5F1', 'SNAI1', 'ZEB1', 'AR', 'TWIST1', 'FOXM1', 'SOX9', 'RUNX2', 'SNAI2', 'STAT1', 'TBX21', 'RUNX3', 'EGR1', 'CEBPA', 'PPARG', 'TP53', 'KLF2', 'GATA4', 'MEF2C', 'ASCL1', 'RBPJ', 'HEY2']",4,0.0,0,0.0004088725339875294,-0.0038061498588809234
